cell_id,id,name,rating,review_count,price,categories,address,city,state,zip_code,latitude,longitude,phone,url
0_0,3ULZpLh_Tjldyu89DUuMcg,Naf Naf Grill,5.0,1,,['Steakhouses'],"3499 Lee Jackson Hwy, Staunton, VA 24401",Staunton,VA,24401,38.021989453266656,-79.1423628,+15403371070,https://www.yelp.com/biz/naf-naf-grill-staunton?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,BY9DRrJxuSia-NKlR3T9ig,Arby's,5.0,1,$,"['Fast Food', 'Sandwiches']","3541 Lee Jackson Hwy, Staunton, VA 24401",Staunton,VA,24401,38.0202101916075,-79.1405202448368,+15403240717,https://www.yelp.com/biz/arbys-staunton-2?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,PC-bDJxBQn0q53v8PYB_xQ,Arby's At Pilot Travel Center,2.8,12,$,"['Fast Food', 'Sandwiches']","3541 Lee Jackson Hwy, Greenville, VA 24440",Greenville,VA,24440,38.0198212,-79.140686,+15403240717,https://www.yelp.com/biz/arbys-at-pilot-travel-center-greenville?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,dnKDMbv6TeOA7QQ6Dcl67A,Subway,2.8,4,$,"['Fast Food', 'Sandwiches']","3529 Lee Hwy, Denos Food Mart, Greenville, VA 24440",Greenville,VA,24440,38.0204869173726,-79.1410659004185,+15403373850,https://www.yelp.com/biz/subway-greenville-106?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,15k5VhO1Oaz6LbwjkO5jxg,Edelweiss German Restaurant,4.2,487,$$,"['German', 'Desserts']","19 Edelweiss Ln, Staunton, VA 24401",Staunton,VA,24401,38.02135,-79.13795,+15403371203,https://www.yelp.com/biz/edelweiss-german-restaurant-staunton?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,PJGNRo4mEKV4B2oWouJs-g,Gertie's,4.9,84,$,"['Sandwiches', 'American', 'Breakfast & Brunch']","563 Tye River Tpke, Vesuvius, VA 24483",Vesuvius,VA,24483,37.911132,-79.195029,+15403779313,https://www.yelp.com/biz/gerties-vesuvius?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,4MctZSlGbTyGTZJfFzqjAQ,Unbridled Souls BBQ,4.5,17,,"['Barbeque', 'Smokehouse']","106 Craig St, Craigsville, VA 24430",Craigsville,VA,24430,38.078,-79.38532,+15409979007,https://www.yelp.com/biz/unbridled-souls-bbq-craigsville-2?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,oOCscwpzGofqt7Hp9JejVg,Bg's Family Restaurant,4.3,9,,['Restaurants'],"290 W Craig St, Craigsville, VA 24430",Craigsville,VA,24430,38.0752716,-79.3905029,+15409975019,https://www.yelp.com/biz/bgs-family-restaurant-craigsville?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,JU2iibxq0ef-XkH7f_rBuA,Subway,2.8,5,$,"['Fast Food', 'Sandwiches']","218 Sterrett Rd, Fairfield, VA 24435",Fairfield,VA,24435,37.887429714655,-79.2878837754631,+15402802071,https://www.yelp.com/biz/subway-fairfield-62?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,SflWsezDMWowLPHvTTFOkg,Frank's Pizza Pasta & Subs,3.9,50,$,"['Sandwiches', 'Pizza']","33 Soapy Pl, Fairfield, VA 24435",Fairfield,VA,24435,37.886428,-79.2774655,+15403779492,https://www.yelp.com/biz/franks-pizza-pasta-and-subs-fairfield?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,WOfkYJ0ax8UbwrUvS_I3ng,McDonald's,2.7,42,$,"['Burgers', 'Fast Food', 'Coffee & Tea']","44 Sterrett Rd, Fairfield, VA 24435",Fairfield,VA,24435,37.8842098931058,-79.2831744494765,+15404580400,https://www.yelp.com/biz/mcdonalds-fairfield-12?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,GA-7bOHcz8fRzzIobdBpaQ,Circle K,1.0,1,,"['Convenience Stores', 'Gas Stations', 'Fast Food']","313 Springfield Ln, Staunton, VA 24401",Staunton,VA,24401,38.07694,-79.08924,+15403379752,https://www.yelp.com/biz/circle-k-staunton?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,KMnS8_zQl3crkHCGQERizQ,Sam's Hot Dog,2.5,8,,"['Barbeque', 'Hot Dogs', 'Food Stands']","2347 Stuarts Draft Hwy, Stuarts Draft, VA 24477",Stuarts Draft,VA,24477,38.0299,-79.04877,+15403370733,https://www.yelp.com/biz/sams-hot-dog-stuarts-draft-2?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,lCz59DWrPtGvRhu5CssdKg,Montebello Country Store,3.6,5,$,"['Soup', 'Convenience Stores']","15072 Crabtree Falls Hwy, Vesuvius, VA 24483",Vesuvius,VA,24483,37.86437,-79.13893,+15403772650,https://www.yelp.com/biz/montebello-country-store-vesuvius?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,mYXN0vPhcMPEDDi9OLpGpQ,Arby's,2.3,3,$,"['Fast Food', 'Sandwiches']","2566 Stuarts Draft Hwy, Stuarts Draft, VA 24477",Stuarts Draft,VA,24477,38.033385,-79.039351,+15403373962,https://www.yelp.com/biz/arbys-stuarts-draft?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,k8JEdz61dht4STt4wZCasQ,Ciro's Pizza,4.7,45,$,['Pizza'],"2576 Stuarts Draft Hwy, Stuarts Draft, VA 24477",Stuarts Draft,VA,24477,38.034541,-79.039382,+15403374798,https://www.yelp.com/biz/ciros-pizza-stuarts-draft?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,TWvJYirNIuCjbpA8N8nOgg,Hardee's,2.7,3,,"['Fast Food', 'Burgers']","2578 Stuarts Draft Hwy, Stuarts Draft, VA 24477",Stuarts Draft,VA,24477,38.0337996469401,-79.0384617074943,+15403373234,https://www.yelp.com/biz/hardees-stuarts-draft?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,fftSgil6eTZYL9cjOlKZKg,Long John Silver's,2.0,13,,"['Seafood', 'Fast Food']","641 Greenville Ave, Staunton, VA 24401",Staunton,VA,24401,38.10648948894248,-79.0732295235455,+15408850050,https://www.yelp.com/biz/long-john-silvers-staunton?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,ahvABRja7mWFkikGh40hAw,Great Wall Chinese Restaurant,3.3,12,,['Chinese'],"2576 Stuarts Draft Hwy, Stuarts Draft, VA 24477",Stuarts Draft,VA,24477,38.034942,-79.038248,+15403375008,https://www.yelp.com/biz/great-wall-chinese-restaurant-stuarts-draft?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,piOP-9O2n-DOQJKdIHnsCQ,Sooner BBQ,3.1,38,$,['Barbeque'],"2627 Stuart Draft Hwy, Stuarts Draft, VA 24477",Stuarts Draft,VA,24477,38.03359928857125,-79.0367212740325,+15403371956,https://www.yelp.com/biz/sooner-bbq-stuarts-draft?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,DHnXx-D_0hK10BH4bRqypg,Pizza Hut,5.0,1,$,"['Pizza', 'Chicken Wings', 'Fast Food']","2627 Stuarts Draft Hwy, Ste 113a, Stuarts Draft, VA 24477",Stuarts Draft,VA,24477,38.033646,-79.036368,+15403373300,https://www.yelp.com/biz/pizza-hut-stuarts-draft?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,ZqKFhpDZJRm0pJQmTQ73bg,Dairy Queen Grill & Chill,1.8,13,$,"['Fast Food', 'Ice Cream & Frozen Yogurt', 'Burgers']","2647 Stuarts Draft Hwy, Stuarts Draft, VA 24477",Stuarts Draft,VA,24477,38.0339656,-79.0354869552766,+15403374115,https://www.yelp.com/biz/dairy-queen-grill-and-chill-stuarts-draft-2?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,8_hLLHVJjA645-1wiMs2UQ,El Gran Puerto,3.9,35,$,['Mexican'],"62 Draft Ave, Stuarts Draft, VA 24477",Stuarts Draft,VA,24477,38.032470703125,-79.0340042114258,+15403240101,https://www.yelp.com/biz/el-gran-puerto-stuarts-draft?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,xJehL7Tl3wobSz-2yPiPsQ,El Mariachi,5.0,1,,['Mexican'],"Stuarts Draft, VA 22980",Stuarts Draft,VA,22980,38.0301356,-79.0336374,+15408369268,https://www.yelp.com/biz/el-mariachi-stuarts-draft?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,kHEl5Sy2PYUsl51HJra8ng,The Cheese Shop,4.7,37,$$,"['Grocery', 'Cheese Shops', 'Delis']","2366 Tinkling Spring Rd, Stuarts Draft, VA 24477",Stuarts Draft,VA,24477,38.0437418,-79.0363389,+15403374224,https://www.yelp.com/biz/the-cheese-shop-stuarts-draft?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,y1kDC1-kI4Y0O_mPArwKzw,Bg's 2,3.6,9,$,"['American', 'Convenience Stores']","1152 Virginia Ave, Goshen, VA 24439",Goshen,VA,24439,37.9882527,-79.4979326,,https://www.yelp.com/biz/bgs-2-goshen?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,xvIDhBGrMBsTcU-kcdS_Gw,Micali's Trattoria,3.8,33,$$,"['Pizza', 'Salad', 'Italian']","2691 Stuarts Draft Hwy, Stuarts Draft, VA 24477",Stuarts Draft,VA,24477,38.0346,-79.03362,+15403375000,https://www.yelp.com/biz/micalis-trattoria-stuarts-draft?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,LFFcvgcqoO2_xE57C5QW6A,Donuts Delight,4.2,13,$,"['Breakfast & Brunch', 'Burgers', 'American']","2717 Stuarts Draft Hwy, Stuarts Draft, VA 24477",Stuarts Draft,VA,24477,38.0349803328827,-79.0326678936703,+15403372526,https://www.yelp.com/biz/donuts-delight-stuarts-draft?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,0mJvFFq58XTjLSG7TZJvsQ,Wade's Store,2.3,3,,"['Grocery', 'Caterers', 'Delis']","2635 W Beverley St, Staunton, VA 24401",Staunton,VA,24401,38.15271,-79.11164,+15408863886,https://www.yelp.com/biz/wades-store-staunton?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,nLrqARpF8pseoasgfQfTsw,Subway,5.0,1,,"['Fast Food', 'Sandwiches']","2857 Stuarts Draft Hwy, Stuarts Draft, VA 24477",Stuarts Draft,VA,24477,38.0368856,-79.0269048,+15403372053,https://www.yelp.com/biz/subway-stuarts-draft-3?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,rY4z6YMTeOTvRx78K0m95w,Peking China II,3.4,5,,['Chinese'],"2857 Stuarts Draft Hwy, Stuarts Draft, VA 24477",Stuarts Draft,VA,24477,38.03677354897996,-79.02623484090283,+15403373886,https://www.yelp.com/biz/peking-china-ii-stuarts-draft?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,CrvZyPDzk3xY5lIrMkZ9jg,Sanzone's Italian Restaurant,3.4,41,$$,['Italian'],"2897 Stuarts Draft Hwy, Stuarts Draft, VA 24477",Stuarts Draft,VA,24477,38.037517,-79.024997,+15403373373,https://www.yelp.com/biz/sanzones-italian-restaurant-stuarts-draft?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,VUulwjYbVnRqJA6gkDh0-A,Domino's Pizza,5.0,3,$,"['Pizza', 'Chicken Wings', 'Sandwiches']","2927 Stuarts Draft Hwy, Stuarts Draft, VA 24477",Stuarts Draft,VA,24477,38.0376739501953,-79.0243225097656,+15403374200,https://www.yelp.com/biz/dominos-pizza-stuarts-draft?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,coEIhzAZOL1EE0AM02qnhg,Valley Smokehouse,3.9,30,,['Barbeque'],"2310 W Beverley St, Staunton, VA 24401",Staunton,VA,24401,38.154425,-79.103694,+15408854800,https://www.yelp.com/biz/valley-smokehouse-staunton-2?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,VwN2ZtxHNJh2NLNxLcDA2g,Applebee's Grill + Bar,2.3,51,$$,"['American', 'Sports Bars', 'Burgers']","139 Lee Jackson Hwy, Staunton, VA 24401",Staunton,VA,24401,38.122903,-79.066277,+15408863867,https://www.yelp.com/biz/applebees-grill-bar-staunton?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,8wFeLPP-HsVK_LhkYADybw,Little Caesars,2.0,9,$,"['Pizza', 'Chicken Wings']","2300 W Beverley St, Staunton, VA 24401",Staunton,VA,24401,38.154599,-79.103013,+15402132200,https://www.yelp.com/biz/little-caesars-staunton?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,txG7BdEbhLDLU93N3Fdckg,Red Lobster,3.3,43,$$,"['Seafood', 'American']","1477 Greenville Ave, Staunton, VA 24401",Staunton,VA,24401,38.122963,-79.065011,+15408877582,https://www.yelp.com/biz/red-lobster-staunton?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,YchWU23EtFtbcffWWpzM3Q,McDonald's,2.0,22,$,"['Burgers', 'Fast Food']","130 Lee Jackson Hwy, Staunton, VA 24401",Staunton,VA,24401,38.1238257236752,-79.0648081898689,+15408851170,https://www.yelp.com/biz/mcdonalds-staunton-6?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,R-0pUh4pC7kH0y5j8QQZSw,Brother's Pizza & Italian Restaurant,2.7,61,$,"['Italian', 'Pizza', 'Sandwiches']","74 Orchard Hill Cir, Ste 110, Staunton, VA 24401",Staunton,VA,24401,38.12605094591198,-79.065718,+15408858787,https://www.yelp.com/biz/brothers-pizza-and-italian-restaurant-staunton-2?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,R3dEBaHktGwWBFpk5e7XYg,Sam's Hot Dog Stand,4.0,32,$,['Hot Dogs'],"65 Lee Jackson Hwy, Staunton, VA 24401",Staunton,VA,24401,38.125772,-79.065195,+15408860786,https://www.yelp.com/biz/sams-hot-dog-stand-staunton?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,dgSaMCOxu56nYfQd3D1TJw,Mi Rancho,4.0,47,$,"['Mexican', 'Seafood', 'Desserts']","2116 W Beverley St, Staunton, VA 24401",Staunton,VA,24401,38.15544206701425,-79.0994205390234,+15408877527,https://www.yelp.com/biz/mi-rancho-staunton?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,zkjpvzXH9AVi5i68kY6VEg,Stella Mia Pizzeria,3.5,39,$$,"['Italian', 'Pizza']","2040 W Beverley St, Staunton, VA 24401",Staunton,VA,24401,38.15405,-79.09905,+15408864700,https://www.yelp.com/biz/stella-mia-pizzeria-staunton-2?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,8iQ_IrCyU0NirSoGV3cz-Q,IHOP,2.7,41,$$,"['Breakfast & Brunch', 'American', 'Burgers']","2516 N Lee Hwy, Lexington, VA 24450",Lexington,VA,24450,37.830193,-79.376946,+15404633478,https://www.yelp.com/biz/ihop-lexington-6?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,haYT_o_7VA3GU1j5hy5Rbw,Little Quick Mart,1.0,1,,"['Convenience Stores', 'Restaurants']","1116 W Beverley St, Staunton, VA 24401",Staunton,VA,24401,38.15131,-79.08627,+15408864397,https://www.yelp.com/biz/little-quick-mart-staunton?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,yzJIlLmeyDCys904kYltNw,Kim,4.5,2,,"['Thai', 'Singaporean', 'Korean']","1116 W Beverley St, Staunton, VA 24401",Staunton,VA,24401,38.151249169156294,-79.0863504,+15409103446,https://www.yelp.com/biz/kim-staunton?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,dsj9BymBA3eS0SkfRc5InQ,Dominos Administrative Office,5.0,1,,['Pizza'],"204 W Hampton St, Staunton, VA 24401",Staunton,VA,24401,38.1433372497559,-79.0759582519531,+15402133900,https://www.yelp.com/biz/dominos-administrative-office-staunton-2?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,8XNXqqvouMqRzsoE-qm-gQ,Papa Johns Pizza,2.0,10,$,"['Pizza', 'Chicken Wings', 'Fast Food']","644B Greenville Ave, Ste B, Staunton, VA 24401",Staunton,VA,24401,38.13725,-79.06857,+15408867272,https://www.yelp.com/biz/papa-johns-pizza-staunton?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,M6UcGzx1jw67x0L4_IUnBQ,Thai Staunton Restaurant,4.5,360,$$,['Thai'],"1000 Greenville Ave, Staunton, VA 24401",Staunton,VA,24401,38.1326714,-79.0639114,+15404148880,https://www.yelp.com/biz/thai-staunton-restaurant-staunton?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
0_0,kDbCMjd1A4R58Gpx-F-YjA,Arby's,2.0,10,$,"['Fast Food', 'Sandwiches']","910 Greenville Ave, Staunton, VA 24402",Staunton,VA,24402,38.133093,-79.063967,+15408862550,https://www.yelp.com/biz/arbys-staunton-4?adjust_creative=fMTFnF0xgwShf4IIlNyc5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=fMTFnF0xgwShf4IIlNyc5w
